i,val_rmse,val_r2,train_rmse,gap,model__l2_regularization,model__learning_rate,model__max_bins,model__max_depth,model__max_iter,model__max_leaf_nodes,model__min_samples_leaf
1900,0.18757904243036963,0.3765174236515243,0.16704846243303528,0.020530579997334347,1.0,0.01,255,7.0,400,15,10
936,0.18765276513116697,0.3760272425371872,0.13257150607964585,0.055081259051521114,0.1,0.01,128,7.0,400,63,50
201,0.18771247408040476,0.37563009746969256,0.16756403415738225,0.02014843992302251,0.0,0.01,255,,400,15,50
935,0.18772182901892015,0.37556786305907286,0.12243427358326614,0.06528755543565401,0.1,0.01,128,7.0,400,63,20
1907,0.18774818445507843,0.37539251492114556,0.1225021054499891,0.06524607900508933,1.0,0.01,255,7.0,400,63,20
71,0.1878026778453308,0.3750298811187762,0.12357211523904334,0.06423056260628747,0.0,0.01,128,7.0,400,63,20
1063,0.18788036761441138,0.3745127018369597,0.16672141436381735,0.021158953250594026,0.1,0.01,255,,400,15,10
1036,0.18791959066726127,0.3742515134802603,0.1668192998768813,0.021100290790379977,0.1,0.01,255,7.0,400,15,10
150,0.18800688472513602,0.3736700220919251,0.15929614379494408,0.028710740930191936,0.0,0.01,255,5.0,400,31,50
1876,0.1880306987922205,0.3735113427034198,0.1547831365901595,0.033247562202061015,1.0,0.01,255,5.0,400,31,10
1703,0.18807500813591907,0.3732160444127607,0.14787703668885602,0.04019797144706305,0.1,0.1,255,,200,15,20
1721,0.18807500813591907,0.3732160444127607,0.14787703668885602,0.04019797144706305,0.1,0.1,255,,800,15,20
1712,0.18807500813591907,0.3732160444127607,0.14787703668885602,0.04019797144706305,0.1,0.1,255,,400,15,20
1819,0.18810532247419665,0.3730139753306515,0.16770033211839613,0.020404990355800512,1.0,0.01,128,,400,15,10
1797,0.1881387102774827,0.37279138148169044,0.14804886359627153,0.040089846681211155,1.0,0.01,128,7.0,400,31,50
1901,0.18819292459017053,0.3724298547827013,0.1676404559392064,0.020552468650964134,1.0,0.01,255,7.0,400,15,20
1483,0.18821025729270785,0.3723142501436407,0.1075613005444661,0.08064895674824175,0.1,0.05,255,7.0,800,63,10
1465,0.18821025729270785,0.3723142501436407,0.1075613005444661,0.08064895674824175,0.1,0.05,255,7.0,200,63,10
1474,0.18821025729270785,0.3723142501436407,0.1075613005444661,0.08064895674824175,0.1,0.05,255,7.0,400,63,10
199,0.1882620641458967,0.37196864837380705,0.16704025832970792,0.021221805816188766,0.0,0.01,255,,400,15,10
963,0.188354821973245,0.37134962642485403,0.11747547311337027,0.07087934885987472,0.1,0.01,128,,400,63,50
959,0.18840370249938806,0.37102329819014246,0.1442036252923354,0.04420007720705266,0.1,0.01,128,,400,31,20
1930,0.1884665772706059,0.37060341933905294,0.1446664206659101,0.0438001566046958,1.0,0.01,255,,400,31,10
1064,0.18847241825877126,0.37056440600310325,0.16775629850210555,0.020716119756665707,0.1,0.01,255,,400,15,20
1877,0.18875227705706474,0.3686937463744091,0.15701629262231862,0.03173598443474612,1.0,0.01,255,5.0,400,31,20
148,0.18877777484745828,0.3685231735790607,0.15579828268923487,0.032979492158223406,0.0,0.01,255,5.0,400,31,10
1039,0.18882385143756567,0.3682148761663292,0.14594098395347177,0.042882867484093895,0.1,0.01,255,7.0,400,31,10
958,0.18890475762139927,0.36767335269049295,0.1441077428858802,0.04479701473551906,0.1,0.01,128,,400,31,10
149,0.18916465400217058,0.36593223765688065,0.15777991585101026,0.03138473815116033,0.0,0.01,255,5.0,400,31,20
1928,0.189205105933305,0.3656610241146171,0.16842160414452828,0.02078350178877672,1.0,0.01,255,,400,15,20
44,0.18921559848794847,0.3655906663841837,0.1569584199928155,0.03225717849513296,0.0,0.01,128,5.0,400,63,20
1066,0.18921736609170972,0.3655788133491161,0.14437209585279343,0.044845270238916296,0.1,0.01,255,,400,31,10
203,0.18922317920773868,0.36553983150832614,0.14528323195333792,0.04393994725440076,0.0,0.01,255,,400,31,20
1798,0.18958832575628157,0.36308881603580423,0.12169279521518907,0.0678955305410925,1.0,0.01,128,7.0,400,63,10
95,0.1896195217661854,0.3628791963536483,0.14515913011804787,0.04446039164813753,0.0,0.01,128,,400,31,20
1012,0.18965126680296923,0.36266585211385105,0.1566089780578452,0.03304228874512402,0.1,0.01,255,5.0,400,31,10
152,0.18973308076901993,0.36211585229357035,0.15811936569092522,0.03161371507809471,0.0,0.01,255,5.0,400,63,20
1932,0.18986571651799242,0.3612236956493493,0.1477814355337756,0.04208428098421682,1.0,0.01,255,,400,31,50
1904,0.18986859177397328,0.3612043487200569,0.14786074674862654,0.04200784502534674,1.0,0.01,255,7.0,400,31,20
1065,0.18987489266406243,0.3611619504704453,0.16932503527897624,0.02054985738508619,0.1,0.01,255,,400,15,50
1827,0.1900179467220356,0.3601989711038954,0.11943918024652755,0.07057876647550804,1.0,0.01,128,,400,63,50
202,0.19005714849659208,0.3599349547481875,0.14532499941842553,0.044732149078166555,0.0,0.01,255,,400,31,10
1927,0.19008865661198918,0.3597227142178713,0.16902339373384992,0.021065262878139257,1.0,0.01,255,,400,15,10
2425,0.19011865318726748,0.35952062281970787,0.12832492522375016,0.061793727963517314,1.0,0.1,128,5.0,800,31,10
2407,0.19011865318726748,0.35952062281970787,0.12832492522375016,0.061793727963517314,1.0,0.1,128,5.0,200,31,10
2416,0.19011865318726748,0.35952062281970787,0.12832492522375016,0.061793727963517314,1.0,0.1,128,5.0,400,31,10
175,0.1901928239390945,0.3590207865054922,0.14677990479832964,0.043412919140764866,0.0,0.01,255,7.0,400,31,10
91,0.19020453761990166,0.35894183024452087,0.1696130415696984,0.020591496050203273,0.0,0.01,128,,400,15,10
802,0.19020606935209103,0.35893150521863104,0.12919631794563458,0.06100975140645645,0.0,0.1,255,5.0,800,15,10
793,0.19020606935209103,0.35893150521863104,0.12919631794563458,0.06100975140645645,0.0,0.1,255,5.0,400,15,10
784,0.19020606935209103,0.35893150521863104,0.12919631794563458,0.06100975140645645,0.0,0.1,255,5.0,200,15,10
153,0.1903465461713333,0.3579842324154292,0.16155737469534473,0.028789171475988556,0.0,0.01,255,5.0,400,63,50
204,0.19047158213209406,0.35714049318595187,0.1483448397642331,0.04212674236786096,0.0,0.01,255,,400,31,50
1903,0.19069489863408315,0.35563218109935446,0.14804889248228972,0.042646006151793425,1.0,0.01,255,7.0,400,31,10
1902,0.1907147931798028,0.35549772471035257,0.17043719903415772,0.02027759414564509,1.0,0.01,255,7.0,400,15,50
64,0.19079773658771354,0.354937004288878,0.1700652867343876,0.02073244985332595,0.0,0.01,128,7.0,400,15,10
1881,0.19080362363347964,0.35489719696168776,0.1616658181343999,0.02913780549907974,1.0,0.01,255,5.0,400,63,50
65,0.190863928308572,0.35448935499390677,0.17059074031474517,0.020273187993826824,0.0,0.01,128,7.0,400,15,20
1793,0.1908787474889917,0.3543891127935249,0.170678841766595,0.020199905722396688,1.0,0.01,128,7.0,400,15,20
905,0.19095433139715598,0.3538777153111674,0.15914652420852204,0.031807807188633935,0.1,0.01,128,5.0,400,31,20
955,0.1910102868254177,0.353498992859545,0.17023755818763314,0.020772728637784565,0.1,0.01,128,,400,15,10
960,0.19104915425619196,0.35323586158942144,0.14831281488363107,0.04273633937256088,0.1,0.01,128,,400,31,50
1822,0.1911961525694044,0.35224020354838126,0.14716825837544537,0.04402789419395903,1.0,0.01,128,,400,31,10
93,0.1912248119338512,0.3520459969685312,0.1709005057742873,0.020324306159563904,0.0,0.01,128,,400,15,50
1771,0.19127218474399107,0.35172491725303123,0.15788423048276956,0.033387954261221514,1.0,0.01,128,5.0,400,63,10
907,0.1913131358385484,0.3514472980461756,0.1576394280507912,0.03367370778775719,0.1,0.01,128,5.0,400,63,10
1773,0.1914278782338198,0.350669109907068,0.16265504653767254,0.02877283169614725,1.0,0.01,128,5.0,400,63,50
1770,0.1914278782338198,0.350669109907068,0.16265504653767254,0.02877283169614725,1.0,0.01,128,5.0,400,31,50
1015,0.19156842458213813,0.34971528240566485,0.15806101641904982,0.03350740816308831,0.1,0.01,255,5.0,400,63,10
67,0.19157123907550427,0.3496961745023405,0.14974291397355116,0.04182832510195311,0.0,0.01,128,7.0,400,31,10
99,0.19172286448479453,0.348666358071416,0.12007576687042368,0.07164709761437085,0.0,0.01,128,,400,63,50
2536,0.191756102965628,0.34844049854781856,0.14233196617794175,0.04942413678768626,1.0,0.1,255,5.0,800,63,10
2527,0.191756102965628,0.34844049854781856,0.14233196617794175,0.04942413678768626,1.0,0.1,255,5.0,400,63,10
2518,0.191756102965628,0.34844049854781856,0.14233196617794175,0.04942413678768626,1.0,0.1,255,5.0,200,63,10
1821,0.19178899155122758,0.34821697806773155,0.17175746649722753,0.02003152505400005,1.0,0.01,128,,400,15,50
1824,0.19180261253666506,0.34812439462760225,0.1489752597064443,0.042827352830220766,1.0,0.01,128,,400,31,50
931,0.1918056430019783,0.3481037953042587,0.14966166898750427,0.042143974014474034,0.1,0.01,128,7.0,400,31,10
1040,0.1921892714734144,0.3454934858496197,0.14963126139281605,0.04255801008059837,0.1,0.01,255,7.0,400,31,20
1037,0.1922045941882324,0.3453891177298932,0.1712913942163905,0.020913199971841906,0.1,0.01,255,7.0,400,15,20
174,0.1922279534663908,0.3452299938863961,0.17181053569084942,0.020417417775541374,0.0,0.01,255,7.0,400,15,50
92,0.19234203859630314,0.3444525659782707,0.1720204443893436,0.02032159420695953,0.0,0.01,128,,400,15,20
41,0.19237447093277907,0.344231473100189,0.16036614770482224,0.032008323227956825,0.0,0.01,128,5.0,400,31,20
1792,0.1925022811748086,0.3433598213057525,0.1719837579072413,0.020518523267567312,1.0,0.01,128,7.0,400,15,10
1768,0.19263968925957226,0.3424220675188636,0.15911928380583137,0.03352040545374088,1.0,0.01,128,5.0,400,31,10
1878,0.19273097060364447,0.3417987399074447,0.16371051553161467,0.0290204550720298,1.0,0.01,255,5.0,400,31,50
1017,0.19276635363861078,0.3415570424165927,0.1639672187604989,0.028799134878111865,0.1,0.01,255,5.0,400,63,50
1014,0.19276635363861078,0.3415570424165927,0.1639672187604989,0.028799134878111865,0.1,0.01,255,5.0,400,31,50
207,0.19283628474891082,0.34107922044855776,0.12102838276108675,0.07180790198782407,0.0,0.01,255,,400,63,50
957,0.19287000501050408,0.34084875631425315,0.17239795368206282,0.020472051328441265,0.1,0.01,128,,400,15,50
42,0.1929428003197895,0.34035109288722865,0.16430128377107592,0.02864151654871358,0.0,0.01,128,5.0,400,31,50
45,0.1929428003197895,0.34035109288722865,0.16430128377107592,0.02864151654871358,0.0,0.01,128,5.0,400,63,50
1433,0.19294861271320568,0.3403113484996695,0.15180350899902234,0.04114510371418334,0.1,0.05,255,5.0,200,15,20
1442,0.1929866057975453,0.340051527256785,0.15055294584255038,0.04243365995499493,0.1,0.05,255,5.0,400,15,20
1451,0.1929866057975453,0.340051527256785,0.15055294584255038,0.04243365995499493,0.1,0.05,255,5.0,800,15,20
1769,0.19322869503439122,0.33839476325708673,0.160787672896048,0.03244102213834321,1.0,0.01,128,5.0,400,31,20
794,0.19341446438130078,0.33712202213142983,0.14338219930386406,0.050032265077436716,0.0,0.1,255,5.0,400,15,20
785,0.19341446438130078,0.33712202213142983,0.14338219930386406,0.050032265077436716,0.0,0.1,255,5.0,200,15,20
803,0.19341446438130078,0.33712202213142983,0.14338219930386406,0.050032265077436716,0.0,0.1,255,5.0,800,15,20
1908,0.19351278699945962,0.3364479002175431,0.13810590654101418,0.05540688045844544,1.0,0.01,255,7.0,400,63,50
43,0.1935392761997437,0.33626622573738907,0.15983034137915686,0.033708934820586844,0.0,0.01,128,5.0,400,63,10
1795,0.19355248342383946,0.3361756355484645,0.15147000669727853,0.04208247672656093,1.0,0.01,128,7.0,400,31,10
1071,0.19359598958720317,0.33587717699535735,0.12160376502761837,0.0719922245595848,0.1,0.01,255,,400,63,50
928,0.19362715712586015,0.33566332194595394,0.17315737609608609,0.020469781029774065,0.1,0.01,128,7.0,400,15,10
903,0.19364705122415551,0.33552680123961487,0.1748524706922602,0.01879458053189531,0.1,0.01,128,5.0,400,15,50
1905,0.19365027089274578,0.3355047053568342,0.1535750409145046,0.04007522997824117,1.0,0.01,255,7.0,400,31,50
40,0.1936565865711688,0.3354613611672175,0.15982802072973087,0.033828565841437924,0.0,0.01,128,5.0,400,31,10
1799,0.19387143029789627,0.3339860573186423,0.12775417622255986,0.06611725407533642,1.0,0.01,128,7.0,400,63,20
1823,0.19422067607055962,0.3315843412716185,0.14975287920904803,0.04446779686151159,1.0,0.01,128,,400,31,20
1796,0.1944135835675833,0.3302558892283527,0.1521392586484077,0.0422743249191756,1.0,0.01,128,7.0,400,31,20
904,0.19456075639187626,0.32924150084040205,0.1606066517948552,0.033954104597021056,0.1,0.01,128,5.0,400,31,10
908,0.19465058809269734,0.3286219587667012,0.1627025265746655,0.03194806151803184,0.1,0.01,128,5.0,400,63,20
1070,0.19487627159311519,0.3270642261582265,0.11769078611981233,0.07718548547330285,0.1,0.01,255,,400,63,20
1820,0.19494808550636775,0.3265681672462375,0.17417573470372452,0.020772350802643225,1.0,0.01,128,,400,15,20
929,0.1950721697085273,0.3257106174519825,0.17462119232986717,0.02045097737866014,0.1,0.01,128,7.0,400,15,20
145,0.19564623877158985,0.32173610640281547,0.17554300894213962,0.02010322982945023,0.0,0.01,255,5.0,400,15,10
1708,0.19574441369064743,0.3210552324921767,0.0869142006946747,0.10883021299597273,0.1,0.1,255,,200,63,10
1726,0.19574441369064743,0.3210552324921767,0.0869142006946747,0.10883021299597273,0.1,0.1,255,,800,63,10
1717,0.19574441369064743,0.3210552324921767,0.0869142006946747,0.10883021299597273,0.1,0.1,255,,400,63,10
824,0.19577474818726465,0.32084478415086903,0.13393300461131225,0.0618417435759524,0.0,0.1,255,7.0,400,31,20
815,0.19577474818726465,0.32084478415086903,0.13393300461131225,0.0618417435759524,0.0,0.1,255,7.0,200,31,20
833,0.19577474818726465,0.32084478415086903,0.13393300461131225,0.0618417435759524,0.0,0.1,255,7.0,800,31,20
1772,0.19611775915360996,0.31846284502873534,0.16363626754812774,0.03248149160548222,1.0,0.01,128,5.0,400,63,20
962,0.196123058011498,0.318426015958971,0.11872090153657387,0.07740215647492414,0.1,0.01,128,,400,63,20
956,0.196241766695433,0.3176006847862437,0.17547025230470506,0.02077151439072794,0.1,0.01,128,,400,15,20
1044,0.1962755488209144,0.3173657207017988,0.14037699776929952,0.05589855105161487,0.1,0.01,255,7.0,400,63,50
930,0.19629060308000185,0.31726100111275046,0.17607195217071234,0.02021865090928951,0.1,0.01,128,7.0,400,15,50
932,0.19651386429889153,0.31570702119475236,0.1539312502116161,0.04258261408727543,0.1,0.01,128,7.0,400,31,20
39,0.1965722834891766,0.31530011063049856,0.1772186738257729,0.019353609663403715,0.0,0.01,128,5.0,400,15,50
146,0.19664252272088786,0.31481070911783593,0.17670125169280596,0.01994127102808191,0.0,0.01,255,5.0,400,15,20
37,0.1975894729372528,0.3081956350935837,0.17784149926593984,0.01974797367131295,0.0,0.01,128,5.0,400,15,10
909,0.19783185851984875,0.30649730318100743,0.1686649593149398,0.029166899204908947,0.1,0.01,128,5.0,400,63,50
906,0.19783185851984875,0.30649730318100743,0.1686649593149398,0.029166899204908947,0.1,0.01,128,5.0,400,31,50
176,0.19785581300278157,0.30632934737852113,0.1548964454635129,0.042959367539268684,0.0,0.01,255,7.0,400,31,20
1009,0.19810015471255857,0.30461499460759844,0.1776289671289794,0.02047118758357916,0.1,0.01,255,5.0,400,15,10
206,0.1982660772525106,0.3034496409926122,0.12084992443081606,0.07741615282169455,0.0,0.01,255,,400,63,20
147,0.19831375318796865,0.30311460957247627,0.17825694612582277,0.02005680706214588,0.0,0.01,255,5.0,400,15,50
1933,0.19856406756689537,0.3013542624311062,0.11994491145538579,0.07861915611150959,1.0,0.01,255,,400,63,10
1765,0.19865356327372938,0.3007243409602377,0.17891880904151908,0.0197347542322103,1.0,0.01,128,5.0,400,15,10
1767,0.19869613503746408,0.30042459715030756,0.17933138392933998,0.019364751108124106,1.0,0.01,128,5.0,400,15,50
901,0.19982194931566424,0.29247453582629945,0.1797717177172767,0.020050231598387536,0.1,0.01,128,5.0,400,15,10
68,0.19989555065874015,0.2919532275808092,0.15732380990686873,0.04257174075187142,0.0,0.01,128,7.0,400,31,20
1935,0.19993882626659948,0.2916466227450646,0.12721147563801452,0.07272735062858496,1.0,0.01,255,,400,63,50
1794,0.20025105510702246,0.28943253508245137,0.180080505864358,0.020170549242664454,1.0,0.01,128,7.0,400,15,50
1766,0.20058527680827512,0.2870586624313918,0.18080249439525248,0.019782782413022643,1.0,0.01,128,5.0,400,15,20
1826,0.20068955516900422,0.2863171954615541,0.12355383330045974,0.07713572186854448,1.0,0.01,128,,400,63,20
97,0.20081600869759378,0.28541753587362617,0.12230701426955361,0.07850899442804017,0.0,0.01,128,,400,63,10
98,0.20141788339745428,0.28112770232274653,0.12294795222664268,0.07846993117081161,0.0,0.01,128,,400,63,20
180,0.20149069388059132,0.28060787857254765,0.14532234717314793,0.05616834670744339,0.0,0.01,255,7.0,400,63,50
1934,0.20200653206750807,0.27691971872933885,0.12433552841865649,0.07767100364885159,1.0,0.01,255,,400,63,20
2176,0.20206541940940273,0.2764980840263743,0.17548976972288122,0.026575649686521513,1.0,0.05,128,3.0,400,63,10
2185,0.20206541940940273,0.2764980840263743,0.17548976972288122,0.026575649686521513,1.0,0.05,128,3.0,800,63,10
2179,0.20206541940940273,0.2764980840263743,0.17548976972288122,0.026575649686521513,1.0,0.05,128,3.0,800,15,10
2170,0.20206541940940273,0.2764980840263743,0.17548976972288122,0.026575649686521513,1.0,0.05,128,3.0,400,15,10
2173,0.20206541940940273,0.2764980840263743,0.17548976972288122,0.026575649686521513,1.0,0.05,128,3.0,400,31,10
2182,0.20206541940940273,0.2764980840263743,0.17548976972288122,0.026575649686521513,1.0,0.05,128,3.0,800,31,10
236,0.2033469765017119,0.2672916663449566,0.1857061473365886,0.0176408291651233,0.0,0.03,128,3.0,800,15,20
239,0.2033469765017119,0.2672916663449566,0.1857061473365886,0.0176408291651233,0.0,0.03,128,3.0,800,31,20
227,0.2033469765017119,0.2672916663449566,0.1857061473365886,0.0176408291651233,0.0,0.03,128,3.0,400,15,20
242,0.2033469765017119,0.2672916663449566,0.1857061473365886,0.0176408291651233,0.0,0.03,128,3.0,800,63,20
230,0.2033469765017119,0.2672916663449566,0.1857061473365886,0.0176408291651233,0.0,0.03,128,3.0,400,31,20
233,0.2033469765017119,0.2672916663449566,0.1857061473365886,0.0176408291651233,0.0,0.03,128,3.0,400,63,20
205,0.2034038626292857,0.26688166005362246,0.12399578644673029,0.07940807618255541,0.0,0.01,255,,400,63,10
1621,0.20363234155647789,0.26523374476536554,0.16810168570191822,0.03553065585455967,0.1,0.1,255,3.0,200,15,10
1627,0.20363234155647789,0.26523374476536554,0.16810168570191822,0.03553065585455967,0.1,0.1,255,3.0,200,63,10
1624,0.20363234155647789,0.26523374476536554,0.16810168570191822,0.03553065585455967,0.1,0.1,255,3.0,200,31,10
961,0.20374311457183658,0.26443412314183523,0.1246610661799525,0.07908204839188408,0.1,0.01,128,,400,63,10
1642,0.20380481631567915,0.26398853684822365,0.1670516594013563,0.03675315691432285,0.1,0.1,255,3.0,800,31,10
1645,0.20380481631567915,0.26398853684822365,0.1670516594013563,0.03675315691432285,0.1,0.1,255,3.0,800,63,10
1633,0.20380481631567915,0.26398853684822365,0.1670516594013563,0.03675315691432285,0.1,0.1,255,3.0,400,31,10
1636,0.20380481631567915,0.26398853684822365,0.1670516594013563,0.03675315691432285,0.1,0.1,255,3.0,400,63,10
1630,0.20380481631567915,0.26398853684822365,0.1670516594013563,0.03675315691432285,0.1,0.1,255,3.0,400,15,10
