i,val_rmse,val_r2,train_rmse,gap,model__l2_regularization,model__learning_rate,model__max_bins,model__max_depth,model__max_iter,model__max_leaf_nodes,model__min_samples_leaf
2382,0.20900327663104715,0.22596271334006102,0.18304073306550764,0.02596254356553951,1.0,0.1,128,3.0,200,31,50
2379,0.20900327663104715,0.22596271334006102,0.18304073306550764,0.02596254356553951,1.0,0.1,128,3.0,200,15,50
2385,0.20900327663104715,0.22596271334006102,0.18304073306550764,0.02596254356553951,1.0,0.1,128,3.0,200,63,50
2400,0.20900327663104715,0.22596271334006102,0.18304073306550764,0.02596254356553951,1.0,0.1,128,3.0,800,31,50
2403,0.20900327663104715,0.22596271334006102,0.18304073306550764,0.02596254356553951,1.0,0.1,128,3.0,800,63,50
558,0.20906788156698974,0.22548411454587336,0.18863052153622303,0.02043736003076671,0.0,0.05,255,3.0,400,63,50
555,0.20906788156698974,0.22548411454587336,0.18863052153622303,0.02043736003076671,0.0,0.05,255,3.0,400,31,50
552,0.20906788156698974,0.22548411454587336,0.18863052153622303,0.02043736003076671,0.0,0.05,255,3.0,400,15,50
567,0.20906788156698974,0.22548411454587336,0.18863052153622303,0.02043736003076671,0.0,0.05,255,3.0,800,63,50
564,0.20906788156698974,0.22548411454587336,0.18863052153622303,0.02043736003076671,0.0,0.05,255,3.0,800,31,50
561,0.20906788156698974,0.22548411454587336,0.18863052153622303,0.02043736003076671,0.0,0.05,255,3.0,800,15,50
135,0.20907066087335074,0.22546352189224128,0.19491561889057182,0.014155041982778921,0.0,0.01,255,3.0,800,63,50
132,0.20907066087335074,0.22546352189224128,0.19491561889057182,0.014155041982778921,0.0,0.01,255,3.0,800,31,50
